TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.CS362.app.App,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,65,0.3,2,18,193,110486,1492474216709,0.775,11111110111111110000000000001111111110011111111110111111111111111111111010111111,0.8181818181818182,11101111111111101111111111110111011110101100,1.0,11111111111111,0,0,14,4,0.8405365126676602,11111111111111111111111111101011111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000111111111111111111111111111110000000000001111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111110111101111111111111111111111111110111101111111011111111111111111111111111111111111111111111111111101111111111111111111111111100111111111111111111111111111110000001111111100100011111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000000000,0.0,000000,1.0,1111111,0.5714285714285714,1001011,0.8181818181818182,11011111111111011111111111110111011101011100
